"pad info 1(Gtype,GIndex,GSection,Label)",pad info 2,pixel position
"['ColumnPad', 3, 'C', 'R09+']","['ColumnPad', 3, 'C', 'L09+']","[-41279.978, -16419.804]"
"['ColumnPad', 3, 'C', 'R10+']","['ColumnPad', 3, 'C', 'L10+']","[-46579.978, -16419.804]"
"['ColumnPad', 3, 'C', 'R11+']","['ColumnPad', 3, 'C', 'L11+']","[-51879.978, -16419.804]"
"['ColumnPad', 2, 'C', 'R00-']","['ColumnPad', 2, 'C', 'L00-']","[3770.022, -11829.869]"
"['ColumnPad', 2, 'C', 'R01-']","['ColumnPad', 2, 'C', 'L01-']","[-1529.978, -11829.869]"
"['ColumnPad', 2, 'C', 'R02-']","['ColumnPad', 2, 'C', 'L02-']","[-6829.978, -11829.869]"
"['ColumnPad', 2, 'C', 'R09+']","['ColumnPad', 2, 'C', 'L09+']","[-43929.978, -11829.869]"
"['ColumnPad', 2, 'C', 'R10+']","['ColumnPad', 2, 'C', 'L10+']","[-49229.978, -11829.869]"
"['ColumnPad', 2, 'C', 'R11+']","['ColumnPad', 2, 'C', 'L11+']","[-54529.978, -11829.869]"
"['ColumnPad', 1, 'C', 'R00-']","['ColumnPad', 1, 'C', 'L00-']","[1120.022, -7239.935]"
"['ColumnPad', 1, 'C', 'R01-']","['ColumnPad', 1, 'C', 'L01-']","[-4179.978, -7239.935]"
"['ColumnPad', 1, 'C', 'R02-']","['ColumnPad', 1, 'C', 'L02-']","[-9479.978, -7239.935]"
"['ColumnPad', 1, 'C', 'R09+']","['ColumnPad', 1, 'C', 'L09+']","[-46579.978, -7239.935]"
"['ColumnPad', 1, 'C', 'R10+']","['ColumnPad', 1, 'C', 'L10+']","[-51879.978, -7239.935]"
"['ColumnPad', 1, 'C', 'R11+']","['ColumnPad', 1, 'C', 'L11+']","[-57179.978, -7239.935]"
"['ColumnPad', 0, 'C', 'R00-']","['ColumnPad', 0, 'C', 'L00-']","[-1529.978, -2650.0]"
"['ColumnPad', 0, 'C', 'R01-']","['ColumnPad', 0, 'C', 'L01-']","[-6829.978, -2650.0]"
"['ColumnPad', 0, 'C', 'R02-']","['ColumnPad', 0, 'C', 'L02-']","[-12129.978, -2650.0]"
"['ColumnPad', 0, 'C', 'R09+']","['ColumnPad', 0, 'C', 'L09+']","[-49229.978, -2650.0]"
"['ColumnPad', 0, 'C', 'R10+']","['ColumnPad', 0, 'C', 'L10+']","[-54529.978, -2650.0]"
"['ColumnPad', 0, 'C', 'R11+']","['ColumnPad', 0, 'C', 'L11+']","[-59829.978, -2650.0]"
